Id,SalePrice
1461,101941.0790060176
1462,154757.62750113956
1463,177511.8185434931
1464,187480.81674621985
1465,199155.90948732532
1466,180130.88403669375
1467,162704.74225767306
1468,172850.62276213113
1469,205618.93553471568
1470,108903.86779095134
1471,176172.4923861817
1472,97319.80836361332 
1473,94670.75369621221
1474,144087.0534945748
1475,116803.37247630542
1476,375664.78074098116
1477,266177.9825098734
1478,339520.81245060096
1479,329034.68740481813
1480,511658.3750389202
1481,317281.70533695695
1482,233532.9039247056
1483,196471.08883336151
1484,170293.79947152143
1485,191345.62450538581
1486,213005.95321703947
1487,336680.7947809882
1488,262272.79061416246
1489,193013.79997142038
1490,213894.704045237
1491,199545.83688462182
1492,98432.99556901939
1493,189584.34960837624
1494,300472.49439470057
1495,291046.3445132102
1496,216682.8478845066
1497,187358.56040767985
1498,161347.36848692273
1499,157521.55439356726
1500,150804.6224538045
1501,174689.68476787052
1502,149015.1482018835
1503,276301.8457931345
1504,231668.2513060419
1505,217512.66541729833
1506,186634.79306501627
1507,234279.07288881455
1508,195867.0035314221
1509,159631.18471952845
1510,138583.94070408912
1511,140347.0268623013
1512,158440.5174554002
1513,148052.47857915447
1514,160423.86093381586
1515,200039.51837680786
1516,155893.6318960386
1517,162580.81078093586
1518,148124.92874343722
1519,209279.65458916436
1520,122674.63410245959
1521,128505.52623471923
1522,177388.3655587499
1523,114613.68709451111
1524,109600.695472008
1525,113756.24975423241
1526,117675.92151609567
1527,108939.18551588277
1528,138364.72212371038
1529,129257.00043551312
1530,171912.33610977852
1531,120279.63655962041
1532,91068.983485237
1533,128708.14239830253
1534,121834.01766952484
1535,153289.6361263488
1536,109649.20504698434
1537,84266.17684761518
1538,159861.03634944113
1539,169208.34922723792
1540,113706.57382633418
1541,137269.10697594847
1542,127975.96838978869
1543,204461.08913464635
1544,82574.2439652109
1545,104134.6543474575
1546,121561.74069059003
1547,128734.41264795
1548,116074.03392364792
1549,104238.78382640239
1550,119911.30205022074
1551,112919.65634226023
1552,126228.81318818129
1553,140335.248965297
1554,112618.96016091292
1555,173247.02998410154
1556,116114.77750433663
1557,119481.63645946288
1558,106010.4419492035
1559,93796.8799209202
1560,120284.91322496862
1561,141255.0136936014
1562,124823.65841667526
1563,108705.2633210299
1564,164735.96615276873
1565,150979.89515750998
1566,232793.32961042438
1567,93691.74371797044
1568,220080.83355612188
1569,126737.3619044576
1570,141455.47146727834
1571,130503.30405487487
1572,134265.85865502042
1573,248881.03766546198
1574,136777.76674829336
1575,221455.45069696734
1576,218133.36886158428
1577,190977.00262556452
1578,144429.33216512288
1579,141196.02247501395
1580,198375.6904262878
1581,145185.76904214988
1582,120038.30478474594
1583,300333.8347943642
1584,230720.6115783333
1585,133100.00207510247
1586,81597.12697274672
1587,103971.91235268746
1588,133819.72131714865
1589,107638.3841131935
1590,135160.7957755718
1591,97260.24168068996
1592,125314.47505668423
1593,119987.25869953129
1594,108955.80958469058
1595,130518.9866608999
1596,233260.51623745804
1597,181681.20981352834
1598,200548.00007073858
1599,158103.9587415651
1600,165711.16076494043
1601,61787.94891448948
1602,110952.0842850613
1603,78464.15586288582
1604,220670.56080266315
1605,246883.4774114271
1606,163709.0853760283
1607,191194.0425281772
1608,227393.73832614286
1609,193642.8776061585
1610,151084.35687037095
1611,150203.08207413857
1612,179348.81219524657
1613,167550.4635455221
1614,102958.55760389954
1615,80914.43044022837
1616,82563.5348044628
1617,87151.92792392842
1618,116409.70834419335
1619,131936.27877355277
1620,164869.4018513485
1621,142644.61560204724
1622,130818.8115981191
1623,256350.73236597652
1624,203158.4867511854
1625,118269.96125606565
1626,170351.4629441751
1627,184587.57437727717
1628,278662.8406376166
1629,181718.5305317222
1630,328719.79108545184
1631,211578.02642955232
1632,241998.900394401
1633,174277.17844930958
1634,183953.00010737157
1635,180354.25858602632
1636,173225.1395525055
1637,182029.13318259383
1638,218424.80283946954
1639,188482.50383569725
1640,251574.25393953093
1641,187993.04955770398
1642,227863.0723925728
1643,236132.08424386856
1644,233793.62512291048
1645,186511.84331392206
1646,152802.7266124903
1647,168359.96425263837
1648,133490.35611589707
1649,126050.53429817318
1650,106349.86949559966
1651,116591.80740356437
